Date,BAC,GS,JPM,WFC,C,^GSPC,^VIX,XLF,VNQ,GLD,TLT
2007-01-03,36.423973083496094,148.12110900878906,29.674684524536133,21.3561954498291,370.6850280761719,1416.5999755859375,12.039999961853027,20.73394203186035,35.289459228515625,62.279998779296875,49.89522171020508
2007-01-04,36.656192779541016,146.74118041992188,29.748746871948242,21.392047882080078,369.4101257324219,1418.3399658203125,11.510000228881836,20.66655731201172,35.335208892822266,61.650001525878906,50.19772720336914
2007-01-05,36.36249923706055,146.8887939453125,29.50182342529297,21.27253532409668,367.46466064453125,1409.7099609375,12.140000343322754,20.503681182861328,34.680850982666016,60.16999816894531,49.9792366027832
2007-01-08,36.50592041015625,150.3423309326172,29.600603103637695,21.212779998779297,369.3431396484375,1412.8399658203125,12.0,20.593544006347656,34.73118209838867,60.47999954223633,50.06889724731445
2007-01-09,36.54006576538086,150.6006317138672,29.477130889892578,21.266555786132812,366.12274169921875,1412.1099853515625,11.90999984741211,20.559846878051758,35.170475006103516,60.849998474121094,50.06889724731445
2007-01-10,36.5947151184082,153.57460021972656,29.693214416503906,21.200830459594727,363.1706848144531,1414.8499755859375,11.470000267028809,20.627248764038086,35.62348175048828,60.59000015258789,49.844730377197266
2007-01-11,36.37616729736328,156.35665893554688,29.822843551635742,21.23668670654297,363.4389953613281,1423.8199462890625,10.869999885559082,20.756412506103516,36.08565902709961,60.630001068115234,49.55344772338867
2007-01-12,36.45811462402344,157.91372680664062,29.62529182434082,21.218753814697266,364.8478698730469,1430.72998046875,10.149999618530273,20.778867721557617,36.20005416870117,62.16999816894531,49.32377624511719
2007-01-16,36.499088287353516,157.6185302734375,29.872215270996094,21.648988723754883,367.46466064453125,1431.9000244140625,10.739999771118164,20.835033416748047,36.71255874633789,61.970001220703125,49.43020248413086
2007-01-17,36.41712951660156,157.35289001464844,29.896926879882812,21.672889709472656,364.91522216796875,1430.6199951171875,10.59000015258789,20.778867721557617,36.69883346557617,62.63999938964844,49.27895736694336
2007-01-18,36.396663665771484,154.73313903808594,29.72406005859375,21.63106918334961,364.91522216796875,1426.3699951171875,10.850000381469727,20.694637298583984,36.653076171875,62.2599983215332,49.43020248413086
2007-01-19,36.60154724121094,155.4427490234375,30.100631713867188,21.535457611083984,365.6532287597656,1430.5,10.399999618530273,20.756412506103516,37.019126892089844,63.0,49.295753479003906
2007-01-22,36.64252471923828,157.42376708984375,30.656219482421875,21.362165451049805,366.86065673828125,1422.949951171875,10.770000457763672,20.73956298828125,36.707977294921875,62.720001220703125,49.41345977783203
2007-01-23,36.41712951660156,157.17991638183594,30.761165618896484,21.51752281188965,365.5860900878906,1427.989990234375,10.34000015258789,20.728328704833984,36.88186264038086,64.2300033569336,49.08849334716797
2007-01-24,36.33516311645508,162.6941375732422,31.088340759277344,21.84618377685547,367.8671875,1440.1300048828125,9.890000343322754,20.941734313964844,37.36233901977539,64.33000183105469,49.0828971862793
2007-01-25,35.78879165649414,157.4976348876953,30.995759963989258,21.55935287475586,361.8289489746094,1423.9000244140625,11.220000267028809,20.638471603393555,37.591121673583984,64.05999755859375,48.72993087768555
2007-01-26,35.542911529541016,157.81553649902344,30.6809024810791,21.52947235107422,366.79364013671875,1422.1800537109375,11.130000114440918,20.67778968811035,37.71468734741211,64.16999816894531,48.690696716308594
2007-01-29,35.146766662597656,155.9971466064453,30.538921356201172,21.48168182373047,362.7010803222656,1420.6199951171875,11.449999809265137,20.576690673828125,37.838218688964844,63.77000045776367,48.584224700927734
2007-01-30,35.59752655029297,154.3266143798828,30.977222442626953,21.451799392700195,364.110107421875,1428.8199462890625,10.960000038146973,20.65532684326172,38.02583312988281,64.22000122070312,48.640262603759766
2007-01-31,35.91172409057617,156.82505798339844,31.440231323242188,21.63246726989746,369.87982177734375,1438.239990234375,10.420000076293945,20.82379913330078,38.327842712402344,64.83000183105469,49.04922866821289
2007-02-01,36.08930206298828,156.7067413330078,31.613079071044922,21.60236358642578,370.8285827636719,1445.93994140625,10.3100004196167,20.958580017089844,38.478851318359375,65.22000122070312,48.99018096923828
2007-02-02,36.02100372314453,157.76373291015625,31.440231323242188,21.596342086791992,370.3542785644531,1448.3900146484375,10.079999923706055,20.99789047241211,38.5474967956543,64.27999877929688,49.05207443237305
2007-02-05,36.116615295410156,157.11331176757812,31.458744049072266,21.493955612182617,370.96405029296875,1446.989990234375,10.550000190734863,20.992271423339844,38.5474967956543,64.30999755859375,49.11956024169922
2007-02-06,36.34200668334961,158.66558837890625,31.483436584472656,21.62042999267578,372.319091796875,1448.0,10.649999618530273,21.087745666503906,39.11491012573242,64.79000091552734,49.389564514160156
2007-02-07,36.44445037841797,157.85252380371094,31.613079071044922,21.608383178710938,372.319091796875,1450.02001953125,10.319999694824219,21.166372299194336,39.93399429321289,64.62999725341797,49.53584289550781
2007-02-08,36.41712951660156,158.11114501953125,31.440231323242188,21.41565704345703,368.8636169433594,1448.31005859375,10.4399995803833,21.09897232055664,39.627418518066406,65.5199966430664,49.5751953125
2007-02-09,36.19173812866211,157.65292358398438,31.125383377075195,21.29522132873535,361.8169860839844,1438.06005859375,11.100000381469727,20.87433433532715,39.16982650756836,66.12000274658203,49.2939338684082
2007-02-12,36.225894927978516,156.063720703125,31.137731552124023,21.439754486083984,362.0201416015625,1433.3699951171875,11.609999656677246,20.82379913330078,38.460567474365234,65.66999816894531,49.181419372558594
2007-02-13,36.69717025756836,157.09852600097656,31.45257568359375,21.60236358642578,363.9173278808594,1444.260009765625,10.34000015258789,20.975425720214844,39.20642852783203,65.83999633789062,49.07453536987305
2007-02-14,36.91570281982422,160.6983184814453,31.74271011352539,21.68667221069336,367.1019592285156,1455.300048828125,10.229999542236328,21.177600860595703,38.92728805541992,66.37000274658203,49.541439056396484
